PERMNO,CUSIP,TICKER_CRDS,TICKER,Unnamed: 4
17121,85917W10,SBT,SBT,
17122,81064810,SCPH,SCPH,
17125,24823R10,DNLI,DNLI,
17126,65158N10,NMRK,NMRK,
17130,G9001E12,LILAK,LILAK,
17131,G9001E10,LILA,LILA,
17133,03763A20,AMEH,AMEH,
17135,14713L10,CASA,CASA,
17137,7020310,BSET,BSET,
17139,19249J10,CWBR,CWBR,
17146,45113Y10,ICLK,ICLK,
17148,55055010,LBC,LBC,
17149,54304F10,LFIN,LFIN,
17151,55381010,MVBF,MVBF,
17154,67607910,ODT,ODT,
17155,74766Q10,QTRX,QTRX,
17178,23131L10,CURO,CURO,
17200,G5698W11,LXFR,LXFR,
17201,92854210,VVNT,VVNT,
17215,46130Y10,IMC,IMC,
17221,53115L10,LBRT,LBRT,
17222,45623710,ILPT,ILPT,
17226,03064D10,COLD,COLD,
17234,05351X10,AVYA,AVYA,
17245,48337910,GIG,GIG,
17251,65441V10,NINE,NINE,
17252,72814N10,AGS,AGS,
17256,04225U10,ARMO,ARMO,
17262,22978P10,CUE,CUE,
17266,92941V10,VYNE,VYNE,
17269,64044220,NMRD,NMRD,
17271,8.34E+14,SLDB,SLDB,
17272,700210,TORC,TORC,
17273,30283W30,FTSI,FTSI,
17281,12720310,WHD,WHD,
17287,19625T10,CLNC,CLNC,
17306,74875T10,QES,QES,
17308,G4640810,HUD,HUD,
17309,75321W10,PACK,PACK,
17315,14161W10,CDLX,CDLX,
17317,30052C10,EOLS,EOLS,
17326,00973W10,KERN,KERN,
17341,98980G10,ZS,ZS,
17343,75704L10,RDVT,RDVT,
17344,7.51E+14,RFL,RFL,
17349,09075P10,BTAI,BTAI,
17350,10862110,BWB,BWB,
17357,87615L10,EAGL,EAGL,
17357,87615L10,TH,TH,
17358,43808310,FIXX,FIXX,
17359,30257810,FNCB,FNCB,
17360,37244610,GNPX,GNPX,
17368,67109R10,OPBK,OPBK,
17370,68619K20,ORGS,ORGS,
17372,19240Q20,UMRX,UMRX,
17372,19240Q20,COGT,COGT,
17374,03969F10,RCUS,RCUS,
17379,68276W10,ONE,ONE,
17382,98983V10,ZUO,ZUO,
17424,28771182,RCOM,RCOM,
17523,84723510,SPA,SPA,
17559,60510910,MSSN,MSSN,
17598,74348A53,PEX,PEX,
17671,8204710,BNHN,BNHN,
17679,12326C10,BFST,BFST,
17683,19764110,CLBK,CLBK,
17684,00653Q10,AHCO,AHCO,
17686,37954Y62,DRIV,DRIV,
17688,38267D10,GSHD,GSHD,
17690,42328V50,HSDT,HSDT,
17691,65487K10,LASR,LASR,
17692,52730D20,LEVL,LEVL,
17695,86877M20,SURF,SURF,
17706,69344A10,PULS,PULS,
17726,22836810,CCK,CCK,
17783,15872M10,CHX,CHX,
17784,14081R10,CBLK,CBLK,
17789,21872L10,CPLG,CPLG,
17790,2.69E+14,EVOP,EVOP,
17791,84861U10,SMTA,SMTA,
17792,71534710,PRSP,PRSP,
17795,39572G10,GSKY,GSKY,
17796,22305A10,CVIA,CVIA,
17798,31948P10,FCBP,FCBP,
17799,45773010,INSP,INSP,
17800,07272M10,BCML,BCML,
17801,21044C10,ROAD,ROAD,
17802,84861D10,STXB,STXB,
17805,37954Y63,AIQ,AIQ,
17811,29973410,EVLO,EVLO,
17812,30212W10,EXPI,EXPI,
17817,G5269C10,KNSA,KNSA,
17818,68621T10,OBNK,OBNK,
17820,72016210,PLLL,PLLL,
17821,80706P10,SRRK,SRRK,
17825,91381U10,UBX,UBX,
17827,13803510,CGC,CGC,
17855,05338G10,AVLR,AVLR,
17860,76133Q10,RVI,RVI,
17864,05550J10,BJ,BJ,
17867,10948C10,BV,BV,
17868,03836N10,APTX,APTX,
17871,05455M10,AVRO,AVRO,
17876,25755410,DOMO,DOMO,
17877,28531P10,ECOR,ECOR,
17878,28249H10,EIDX,EIDX,
17880,30041R10,EVER,EVER,
17883,34983P10,FTSV,FTSV,
17887,46571Y10,IIIV,IIIV,
17889,49372L10,KZR,KZR,
17891,54738L10,LOVE,LOVE,
17892,55910K10,MGTA,MGTA,
17893,G5966510,MGTX,MGTX,
17894,64050Y10,NTGN,NTGN,
17895,68401U20,OPRX,OPRX,
17898,64131A10,STIM,STIM,
17899,89374L10,TBIO,TBIO,
17900,89610F10,TCDA,TCDA,
17906,92511W10,VRCA,VRCA,
17908,98422L10,XERS,XERS,
17914,3210870,EASI,EASI,
17916,15957P10,CHRA,CHRA,
17919,2.97E+14,EPRT,EPRT,
17922,31618840,FLDR,FLDR,
17939,74704P10,NEW,NEW,
17944,88025T10,TENB,TENB,
17947,78116T10,RUBY,RUBY,
17948,01671P10,ALLK,ALLK,
17949,9371210,BE,BE,
17950,34417P10,FOCS,FOCS,
17952,02607T10,AFIN,AFIN,
17955,3.84E+13,AQST,AQST,
17956,08579X10,BRY,BRY,
17957,19046P20,CCB,CCB,
17958,21037310,CNST,CNST,
17959,22663K10,CRNX,CRNX,
17961,10904310,BGG,BGG,
17968,53635D20,LQDA,LQDA,
17970,33751L10,MYFW,MYFW,
17973,74374N10,PRVB,PRVB,
17974,76029N10,REPL,REPL,
17976,76029L10,RPAY,RPAY,
17981,15942R20,CHAP,CHAP,
17985,3.37E+91,FCTR,FCTR,
18011,83570H10,SONO,SONO,
18012,G2717B10,CWK,CWK,
18013,04206A10,ARLO,ARLO,
18016,42705610,HPC,HPC,
18033,80517Q10,SVNT,SVNT,
18043,2266310,AMAL,AMAL,
18046,23108280,CMLS,CMLS,
18047,G4095T10,GTEC,GTEC,
18048,48253L20,KLXE,KLXE,
18049,2357610,AMTB,AMTB,
18051,59047913,MESA,MESA,
18052,69320M10,PCB,PCB,
18055,81612030,SIC,SIC,
18058,70451A10,PAYS,PAYS,
18063,3.00E+14,EB,EB,
18075,3203710,AP,AP,
18091,23156110,CW,CW,
18097,78489X10,SVMK,SVMK,
18100,04335A10,ARVN,ARVN,
18103,09073N20,BSGM,BSGM,
18106,06652N10,BSVN,BSVN,
18108,13973710,CBNK,CBNK,
18115,36120Q10,FVCB,FVCB,
18116,39868T10,GRTS,GRTS,
18126,74257L10,PRNB,PRNB,
18128,86936710,STRO,STRO,
18133,98424110,YMAB,YMAB,
18134,91688F10,UPWK,UPWK,
18135,40131M10,GH,GH,
18137,1977010,ALLO,ALLO,
18138,53814L10,LTHM,LTHM,
18141,03272L10,PLAN,PLAN,
18142,76118Y10,REZI,REZI,
18143,G5494J10,LIN,LIN,
18144,3965310,ACA,ACA,
18145,98585X10,YETI,YETI,
18152,17142R10,CCC,CCC,
18183,83417Q10,SWI,SWI,
18184,33813J10,FSR,FSR,
18190,05465P10,AXNX,AXNX,
18191,06211J10,BFC,BFC,
18192,39813G10,CTAC,CTAC,
18192,39813G10,GDYN,GDYN,
18193,P3569M10,DDMX,DDMX,
18195,29446K10,EQ,EQ,
18202,69290Y10,PAE,PAE,
18203,50015M10,KOD,KOD,
18205,54142F10,LOGC,LOGC,
18209,G6S41R10,OSMT,OSMT,
18210,71722410,PHAS,PHAS,
18212,82570410,SIBN,SIBN,
18214,90184D10,TWST,TWST,
18217,00848H10,AGE,AGE,
18224,21241B10,CTRA,COG,
18246,76975510,ROAN,ROAN,
18247,92210710,VAPO,VAPO,
18253,05344R10,AVCO,AVCO,
18257,29772L10,ETON,ETON,
18286,75510310,RAY,RAY,
18301,L7257P20,PACD,PACD,
18309,2.94E+14,ENOB,ENOB,
18311,52472M10,LEGH,LEGH,
18312,60770K10,MRNA,MRNA,
18321,87167A10,THOR,THOR,
18322,98212N10,WRAP,WRAP,
18327,22304C10,CVET,CVET,
18376,1444210,ALEC,ALEC,
18377,38341P10,GOSS,GOSS,
18397,05355N10,AVDR,AVDR,
18401,41358P10,HARP,HARP,
18403,70816010,JCP,JCP,
18408,48334710,KLDO,KLDO,
18414,83425110,SOLY,SOLY,
18415,87808K10,TCRR,TCRR,
18418,98986M10,ZYXI,ZYXI,
18423,P7368411,OSW,OSW,
18425,05875B10,BALY,BALY,
18426,Y2067610,DSSI,DSSI,
18427,23255M10,CYCN,CYCN,
18432,26922A24,NETL,NETL,
18436,38143027,GMAN,GMAN,
18456,82489T10,SWAV,SWAV,
18458,74019P10,DTIL,DTIL,
18459,14610310,CARE,CARE,
18460,G9478710,WTRE,WTRE,
18480,89267210,TW,TW,
18481,H0130112,ALC,ALC,
18514,02128L10,ALTG,ALTG,
18515,10918L10,MNRL,MNRL,
18537,88636420,SFY,SFY,
18556,39533010,GNLN,GNLN,
18557,37954Y43,GNOM,GNOM,
18559,43906K10,HOOK,HOOK,
18560,56064Y10,MNSB,MNSB,
18561,62921N10,NGM,NGM,
18563,69753M10,PLMR,PLMR,
18566,82710M10,SILK,SILK,
18567,90041T10,TPTX,TPTX,
18570,9676110,BOBE,BOBE,
18575,70202L10,PSN,PSN,
18578,50050N10,KTB,KTB,
18643,08862L10,XAIR,XAIR,
18644,03828A10,APLT,APLT,
18646,05454B10,AXLA,AXLA,
18648,22053A10,CRTX,CRTX,
18649,10969610,BCO,BCO,
18650,9769810,BOLT,BOLT,
18652,35352510,FRAF,FRAF,
18656,45166A10,IDYA,IDYA,
18664,6.53E+14,NXTC,NXTC,
18668,75686R20,RRBI,RRBI,
18670,83548F10,SONM,SONM,
18671,83946P10,SPFI,SPFI,
18675,83356Q10,SY,SY,
18676,89377M10,TMDX,TMDX,
18683,3210886,LEND,LEND,
18709,57860510,MEC,MEC,
18719,25058X10,DM,DM,
18723,G2181010,CCC,CCC,
18769,00650F10,ADPT,ADPT,
18770,10806X10,BBIO,BBIO,
18772,00973Y10,AKRO,AKRO,
18773,04301G20,ARTL,ARTL,
18774,04965G10,BCEL,BCEL,
18775,G1776610,CMBM,CMBM,
18776,45258J10,IMVT,IMVT,
18777,48576A10,KRTX,KRTX,
18779,61775R10,MORF,MORF,
18782,74140Y10,PRVL,PRVL,
18783,71535D10,PSNL,PSNL,
18784,88339P10,REAL,REAL,
18785,86150R10,STOK,STOK,
18786,04546L10,AMK,AMK,
18789,42225T10,HCAT,HCAT,
18790,53918310,LVGO,LVGO,
18803,45409F81,ULTR,ULTR,
18807,69121K10,ORCC,ORCC,
18808,71944F10,PHR,PHR,
18810,74349J10,PROS,PROS,
18815,86745K10,NOVA,NOVA,
18828,P5626F12,IFS,IFS,
18832,14843C10,CSTL,CSTL,
18838,35961610,FULC,FULC,
18845,45174J50,IHRT,IHRT,
18846,60474910,MIRM,MIRM,
18847,72356110,PBFS,PBFS,
18851,76525P10,RMBI,RMBI,
18855,30205M10,XCUR,XCUR,
18856,98379L10,XPEL,XPEL,
18895,22766M10,CFB,CFB,
18896,M5425M10,INMD,INMD,
18898,50127010,KRUS,KRUS,
18903,92347D10,VERY,VERY,
18904,92663R10,VMD,VMD,
18912,72341T10,PING,PING,
18913,7.08E+14,PNTG,PNTG,
18915,15672710,CRNC,CRNC,
18941,01446U10,ALRS,ALRS,
18955,44958510,IGMS,IGMS,
18958,68376D10,OPRT,OPRT,
18960,80405P10,STSA,STSA,
18961,85205L10,SWTX,SWTX,
18963,30068X10,XGN,XGN,
18967,7982310,BRBR,BRBR,
18968,7.43E+14,PGNY,PGNY,
18973,10467410,BRC,BRC,
18997,03836J10,APRE,APRE,
19002,05589G10,BRP,BRP,
19004,12674W10,CABA,CABA,
19008,35803L10,FREQ,FREQ,
19012,40411110,HBT,HBT,
19013,37954Y39,HERO,HERO,
19015,59165J10,MCBS,MCBS,
19016,69242L10,OYST,OYST,
19017,71722W10,PHAT,PHAT,
19021,7.54E+14,RAPT,RAPT,
19024,75955J40,RLMD,RLMD,
19031,92661310,VIE,VIE,
19032,92764N10,VIR,VIR,
19033,11135B10,BRMK,BRMK,
19034,07160F10,BXRX,BXRX,
19037,02083X10,PINE,PINE,
19058,82837P40,SI,SI,
19067,N1976T10,CNTG,CNTG,
19070,28255910,ETNB,ETNB,
19072,36338D10,GRTX,GRTX,
19081,82982T10,SITM,SITM,
19082,87238110,TELA,TELA,
19137,39986L10,GRWG,GRWG,
19145,85209W10,SPT,SPT,
19166,30249130,FMC,FMC,
19172,92262D10,VEL,VEL,
19176,9.20E+13,BDTX,BDTX,
19177,68269G10,ONEM,ONEM,
19184,03969K10,ARQT,ARQT,
19185,9723510,BSBK,BSBK,
19198,78501P20,SWKH,SWKH,
19199,69355F10,PPD,PPD,
19200,80810D10,SDGR,SDGR,
19201,76155X10,RVMD,RVMD,
19202,14762610,CSPR,CSPR,
19218,35473P52,HELX,HELX,
19227,90399N90,XPRSA,XPRSA,
19228,07373V10,BEAM,BEAM,
19231,17038610,COFS,COFS,
19250,68280L10,ONEW,ONEW,
19251,70271210,PASG,PASG,
19252,74313910,PFHD,PFHD,
19271,10876310,BRID,BRID,
19283,03966V10,ARNC,ARNC,
19284,11275Q10,BIPC,BIPC,
19289,59082910,MCC,MCC,
19310,13005U10,CALB,CALB,
19313,45249V10,IMRA,IMRA,
19317,00187Y10,APG,APG,
19349,49232710,KROS,KROS,
19353,68622P10,ORIC,ORIC,
19356,98943L10,ZNTL,ZNTL,
19357,81630730,SLQT,SLQT,
19358,45332Y10,NARI,NARI,
19360,02210T10,ARB,ARB,
19391,H0036K14,ADCT,ADCT,
19396,70213Q10,PTRS,PTRS,
19398,G3728V10,GAN,GAN,
19402,55234L10,LYRA,LYRA,
19403,93455020,WMG,WMG,
19410,34633R10,FMTX,FMTX,
19413,1309110,ACI,ACI,
19461,00973J10,AKUS,AKUS,
19462,03824M10,AMTI,AMTI,
19476,37148K10,GBIO,GBIO,
19484,92243G10,PCVX,PCVX,
19485,72913910,PLRX,PLRX,
19486,74319F10,PROG,PROG,
19488,05370A10,RNA,RNA,
19490,G7709Q10,RPRX,RPRX,
19496,4.37E+12,ACCD,ACCD,
19499,65487U10,NKTX,NKTX,
19501,75943R10,RLAY,RLAY,
19514,11284V10,BEPC,BEPC,
19534,61511110,MEG,MEG,
19540,1981810,ALVR,ALVR,
19541,92847W10,VITL,VITL,
19542,00166B10,ALXO,ALXO,
19544,03589W10,ANNX,ANNX,
19546,11566020,TBI,TBI,
19547,15678U12,CERE,CERE,
19549,G1643W11,BRLI,BRLI,
19555,31189V10,FTHM,FTHM,
19559,45790W10,INZY,INZY,
19560,46565G10,ITOS,ITOS,
19564,50202M10,LI,LI,
19566,67080M10,NRIX,NRIX,
19567,69834010,PAND,PAND,
19568,73730P10,PSTX,PSTX,
19572,89457R10,TIG,TIG,
19574,G9440A10,VSTA,VSTA,
19576,75010210,RXT,RXT,
19577,77311W10,RKT,RKT,
19578,26412010,DCT,DCT,
19579,02875D10,AOUT,AOUT,
19584,Y5847310,MAXN,MAXN,
19585,50157510,KYMR,KYMR,
19601,64119V30,NTST,NTST,
19605,67181A10,OSH,OSH,
19619,511110,AFIB,AFIB,
19622,16281810,CMPI,CMPI,
19635,41319710,HRMY,HRMY,
19638,G4690M10,IBEX,IBEX,
19639,45720L10,INBX,INBX,
19653,69014510,OM,OM,
19654,83344510,SNOW,SNOW,
19655,85914M10,STEP,STEP,
19658,1.11E+14,BNL,BNL,
19659,69526K10,PTVE,PTVE,
19660,86646P10,SUMO,SUMO,
19661,29358Q10,ESV,ESV,
19662,82668L87,SIG,SIG,
19675,83408W10,SOHU,SOHU,
19680,52634L10,LNSR,LNSR,
19681,74065P10,PRLD,PRLD,
19682,69353Y10,PMVP,PMVP,
19721,92552R40,VVI,VVI,
19769,38149W10,GCOR,GCOR,
19778,50736T10,LSF,LSF,
19812,04746L10,ATHA,ATHA,
19820,37954Y25,CHB,CHB,
19822,22041X10,CRSR,CRSR,
19825,26818M10,DYN,DYN,
19828,95058W10,WEN,WEN,
19833,38942Q10,GRAY,GRAY,
19837,5.91E+14,MTCR,MTCR,
19847,87761910,TSHA,TSHA,
19848,G9440D10,VTRU,VTRU,
19850,50107A10,KRON,KRON,
19851,04271T10,ARRY,ARRY,
19854,27627N10,EBC,EBC,
19859,58450V10,MAX,MAX,
19880,57632310,MTZ,MTZ,
19894,36803610,GATO,GATO,
19918,78472W10,SQZ,SQZ,
19926,90214Q71,ACTV,ACTV,
19935,G7000X10,AONE,AONE,
19939,04683R10,AVIR,AVIR,
19944,01626L10,ALGS,ALGS,
19945,00402L10,ASO,ASO,
19946,60510V10,AVO,AVO,
19952,42984L10,CAPA,CAPA,
19953,12529R10,CCCC,CCCC,
19954,19201010,CDAK,CDAK,
19957,37954Y22,CTEC,CTEC,
19958,27008710,EAR,EAR,
19962,34417410,FHTX,FHTX,
19968,50540L10,LABS,LABS,
19979,74584810,LUNG,LUNG,
19981,68236R10,ONCR,ONCR,
19985,74275C20,PCSA,PCSA,
19986,74006W10,PRAX,PRAX,
19993,8.52E+14,SPRB,SPRB,
19994,82024L10,STTK,STTK,
19995,87650L10,TARS,TARS,
20064,00258W10,AAN,AAN,
20114,G0411R10,APSG,APSG,
20117,53815P10,RAMP,RAMP,
20125,12501010,CCBL,CCBL,
20127,G7552B10,LEAP,LEAP,
20161,67421520,OAS,OAS,
20170,92647X87,SHLD,SHLD,
20188,13057Q30,CRC,CRC,
20204,22439910,CR,CR,
20214,26922B30,BNE,BNE,
20234,64157X10,AVDR,AVDR,
20248,12590210,CPY,CPY,
20266,92189H86,MIG,MIG,
20269,G0370710,ATAC,ATAC,
20273,G2040C10,CTAC,CTAC,
20310,G6530510,NGAC,NGAC,
20395,12660010,CVBF,CVBF,
20504,12715030,CACH,CACH,
20512,12719030,CAI,CAI,
20512,12719030,CACI,CACI,
20598,12803020,CALM,CALM,
20618,14428510,CRS,CRS,
20670,12812610,CAMP,CAMP,
20750,13078810,CWT,CWT,
20765,780010,AJRD,AJRD,
21020,02376R10,AMR,AMR,
21055,37153210,GCO,GCO,
21135,31540510,FOE,FOE,
21231,92924F10,WGL,WGL,
21259,14050110,CSWC,CSWC,
21726,14719510,CASC,CASC,
21742,14752810,CASY,CASY,
21928,45110710,IDA,IDA,
21960,16515910,CSK,CSK,
22198,15677210,CERG,CERG,
22250,41711910,HMX,HMX,
22374,15671010,CRDN,CRDN,
22437,12541M10,CHG,CHG,
22569,15763910,CHLN,CHLN,
22680,59870930,MZ,MZ,
22753,16113310,CHRS,CHRS,
22825,13809810,CMD,CMD,
22905,16245610,CHTT,CHTT,
22921,16282510,CKP,CKP,
23042,29164110,EDE,EDE,
23182,16530310,CPK,CPK,
23229,12589610,CMS,CMS,
23297,10964110,EAT,EAT,
23326,17022810,CHZ,CHZ,
23799,17474010,CIA,CIA,
23887,35906A30,FTR,FTR,
23975,17989510,CLC,CLC,
24053,30034W10,WR,WR,
24097,18725U10,CLDA,CLDA,
24248,1852230,ALE,ALE,
24441,19210850,CDE,CDE,
24459,72447910,PBI,PBI,
24476,19247910,COHR,COHR,
24548,68812R30,OSCI,OSCI,
24572,19485810,COLL,COLL,
24628,19549330,CNB,CNB,
24643,44320110,AA,AA,
24643,44320110,ARNC,ARNC,
24803,97428010,WIN,WIN,
24969,05379B10,AVA,AVA,
25072,26623310,DQE,DQE,
25304,41586410,HSC,HSC,
25348,20334910,CTCO,CTCO,
25452,20390010,JCS,JCS,
25487,5377410,CAR,CAR,
25769,49238610,KMG,KMG,
25989,39943Y10,GSOF,GSOF,
26009,4312710,ATSN,ATSN,
26084,20547710,CTG,CTG,
26112,24736110,DAL,DAL,
26201,20582620,CMTL,CMTL,
26382,57620610,MEE,MEE,
26463,20779710,CTWS,CTWS,
26470,29265N10,EGN,EGN,
26606,03840P10,ILA,ILA,
26607,08986R30,BH,BH,
17677,08986R40,BH,BHA,
26614,83851810,SJI,SJI,
26650,22948P10,CTO,CTO,
26657,39006410,GAP,GAP,
27254,85915810,STL,STL,
27422,18589910,CLF,CLF,
27430,21683110,CTB,CTB,
27474,22266010,CRRC,CRRC,
27511,22279550,CUZ,CUZ,
27562,22410J10,CBRL,CBRL,
27677,22543920,CRED,CRED,
27705,46025410,IRF,IRF,
27748,34063210,FLA,FLA,
27764,86331410,SRR,SRR,
27909,23021510,CULP,CULP,
28118,62957910,NC,NC,
28484,42809H10,AHC,AHC,
28564,12650110,CTS,CTS,
28804,1165910,ALK,ALK,
28840,23811310,DSCP,DSCP,
29050,23935910,DWSN,DWSN,
29102,G6359F13,NBR,NBR,
29111,24272810,DEBS,DEBS,
29145,48273210,KTO,KTO,
29285,24774810,DGAS,DGAS,
29532,30369810,FA,FA,
29612,03820C10,AIT,AIT,
29752,25245010,DP,DP,
29867,74737V10,PYX,PYX,
30147,25454610,DNEX,DNEX,
30402,14841110,CAS,CAS,
30648,19257610,COHU,COHU,
30680,20172310,CMC,CMC,
30737,04351G20,ASNA,ASNA,
30761,51807U10,LCRD,LCRD,
30940,34354P10,FLS,FLS,
31070,26805710,DRCO,DRCO,
31077,22966910,CUB,CUB,
31238,26866410,EMCI,EMCI,
31318,26930540,EZEM,EZEM,
31480,27631710,EML,EML,
31552,28134710,EDO,EDO,
32046,28521810,ELRC,ELRC,
32054,28522910,ESIO,ESIO,
32110,26873N10,ELMG,ELMG,
32379,39056810,GLK,GLK,
32540,29247520,ELX,ELX,
32636,29265910,ENER,ENER,
32651,42270410,HL,HL,
32678,42280610,HEI,HEI,
32707,42345210,HP,HP,
32803,43610610,HFC,HFC,
32986,4956010,ATO,ATO,
33137,29390410,ENZN,ENZN,
33209,29410010,ENZ,ENZ,
33532,29605610,ESCA,ESCA,
33567,29674410,KEYW,KEYW,
33603,51369610,LMS,LMS,
33647,29990030,EVG,EVG,
33690,21191910,CNVR,CNVR,
33770,49671910,KINS,KINS,
33815,87311M10,TXCO,TXCO,
33823,23291C10,BOOM,BOOM,
34367,30767510,FARM,FARM,
34497,63721510,NPK,NPK,
34498,1538510,ALFA,ALFA,
34649,9282810,BL,BL,
34666,12805820,CLBS,CLBS,
34673,65171850,NR,NR,
34818,80637310,SGK,SGK,
34869,31757410,FNIN,FNIN,
34948,69149730,OXM,OXM,
34981,45840J10,IDC,IDC,
35107,70014A10,PKE,PKE,
35124,21871D10,FAF,FAF,
35167,33791510,FMER,FMER,
35238,71327810,PBY,PBY,
35263,89840210,TRMK,TRMK,
35503,32023910,FFCH,FFCH,
35685,32020910,FFBC,FFBC,
35829,32054R10,FINB,FINB,
35917,32086710,FMBI,FMBI,
35991,77513310,ROG,ROG,
36003,77571110,ROL,ROL,
36281,81154310,SEB,SEB,
36346,33690110,SRCE,SRCE,
36768,33938210,FLXS,FLXS,
36898,85858610,SCL,SCL,
37022,86701710,SNR,SNR,
37023,34113510,FPU,FPU,
37058,34346810,FLOW,FLOW,
37154,34443740,FONR,FONR,
37217,51476K10,LDR,LDR,
37284,03349M10,TSO,TSO,
37399,88903910,TOD,TOD,
37402,35006010,FSTR,FSTR,
37568,35351410,FELE,FELE,
37832,35936010,FFEX,FFEX,
37875,35969410,FUL,FUL,
37955,36126810,GK,GK,
38033,96214910,WEYS,WEYS,
38149,05874B10,BYI,BYI,
38295,84790A10,HRG,HRG,
38333,36915410,GBND,GBND,
38420,16389320,CHMT,CHMT,
38578,88431510,TNB,TNB,
38658,67073Y10,NVE,NVE,
38682,25786720,RRD,RRD,
38755,37247610,GEOI,GEOI,
38790,37291030,GOK,GOK,
38850,83083010,SKY,SKY,
38906,95081710,WSC,WSC,
39220,85366610,SMP,SMP,
39256,38068N10,GRZ,GRZ,
39693,6780610,B,B,
39757,96380110,WEDC,WEDC,
39766,33615C10,FRGB,FRGB,
40097,39787M10,GREY,GREY,
40416,5430310,AVP,AVP,
40440,25365110,DBD,DBD,
40468,40382010,GYRO,GYRO,
40694,88249110,TXI,TXI,
41188,1933010,AMOT,AMOT,
41217,41959610,HVT,HVT,
41241,42026110,HWKN,HWKN,
41260,42054210,HTHR,HTHR,
41292,42190610,HCSG,HCSG,
41371,91067110,UIC,UIC,
41419,15849610,CHB,CHB,
41443,2003910,AT,AT,
41452,G4388N10,HELE,HELE,
41487,42331910,HELX,HELX,
41574,46121H10,IIN,IIN,
41663,42739810,HRLY,HRLY,
41929,20594410,CNW,CNW,
42024,67622P10,BCC,BCC,
42024,67622P10,OMX,OMX,
42059,94884910,WMK,WMK,
42067,36108610,FRM,FRM,
42140,72345610,PNK,PNK,
42286,97809710,WWW,WWW,
42307,74762010,NX,NX,
42439,40425110,HNI,HNI,
42455,43910420,HH,HH,
42550,65158710,NEU,NEU,
42796,58943310,MDP,MDP,
42922,44732410,HURC,HURC,
43123,01741R10,ATI,ATI,
43290,23267450,CYPB,CYPB,
43334,87156510,SYNL,SYNL,
43481,85423110,SXI,SXI,
43617,2676040,AMIC,AMIC,
43634,87960W20,TLGT,TLGT,
43757,45290710,IMMU,IMMU,
43837,45344030,IHC,IHC,
44134,48917010,KMT,KMT,
44185,28745610,ELK,ELK,
44206,30040W10,ES,ES,
44206,30040W10,NU,ES,
44506,45811810,IDTI,IDTI,
44513,74586W20,PULS,PULS,
44637,45837210,INTL,INTL,
44688,45844710,IFCJ,IFCJ,
44768,45866530,TILE,TILE,
44792,45868310,INGR,INGR,
44813,15083760,CVM,CVM,
44821,45877110,IMGC,IMGC,
44943,25454310,DIOD,DIOD,
44951,86853630,SVU,SVU,
45110,24509110,DLI,DLI,
45129,88442510,TII,TII,
45225,91890520,VHI,VHI,
45277,45990210,IGT,IGT,
45306,45867G10,IDCC,IDCC,
45373,46270W10,IRIS,IRIS,
45437,46032120,ISH,ISH,
45495,G7665A10,RDC,RDC,
45583,3466310,AGL,AGL,
45655,12507110,CDI,CDI,
45728,46120310,IVC,IVC,
45891,46203030,IOM,IOM,
45911,83088M10,SWKS,SWKS,
46042,46514140,ISRL,ISRL,
46077,3529010,AXE,AXE,
46149,46621010,JLG,JLG,
46181,29428R10,EPHC,EPHC,
46295,33909910,FLE,FLE,
46340,78644920,SFE,SFE,
46392,46145F10,ITG,ITG,
46463,39843310,GFF,GFF,
46922,76775487,RAD,RAD,
46923,7.42E+14,PNRG,PNRG,
46931,48273010,KTII,KTII,
47002,48354810,KAMN,KAMN,
47088,48483620,KCLI,KCLI,
47133,1.26E+14,CKR,CKR,
47175,17273710,CC,CC,
47205,48658710,KDN,KDN,
47248,48666510,KEA,KEA,
47379,48815220,KELYA,KELYA,
47423,6879810,DFZ,DFZ,
47466,65011110,NYT,NYT,
47490,78235210,RML,RML,
47511,29338910,EBF,EBF,
47619,49314410,KTCC,KTCC,
47642,10304310,BNE,BNE,
47677,17187150,CBB,CBB,
47706,31385510,FSS,FSS,
47715,49427410,KBAL,KBAL,
47723,40609P10,HNRG,HNRG,
47730,95710,ABM,ABM,
47802,53037010,LC,LC,
47861,86835810,SGC,SGC,
47888,37373010,GRB,GRB,
47941,87901J10,GCI,GCI,
47941,87901J10,TGNA,TGNA,
48143,30274710,FIT,FIT,
48144,50124210,KLIC,KLIC,
48274,65408610,GAS,GAS (Nico),
48291,98400J10,XCRA,XCRA,
48347,50533610,LZB,LZB,
48389,90311910,UNS,UNS,
48514,45171310,IKN,IKN,
48523,51384710,LANC,LANC,
48531,83355110,LNCE,LNCE,
48696,88826610,TTN,TTN,
48901,59748610,MLAN,MLAN,
48961,52077610,LAWS,LAWS,
49138,82654610,SIF,SIF,
49322,2917410,ARL,ARL,
49330,1475210,ALX,ALX,
49429,25406710,DDS,DDS,
49488,50216010,LXU,LXU,
49534,53219210,LIFE,LIFE,
49744,73763010,PCH,PCH,
49905,48586510,KATE,KATE,
49971,72018610,PNY,PNY,
50017,75281A10,RRC,RRC,
50091,3071010,AMN,AMN,
50092,54321310,LFB,LFB,
50278,90323610,URS,URS,
50286,52376810,LEE,LEE,
50550,90110910,TPC,TPC,
50606,88642R10,TDW,TDW,
50614,97639130,FUR,FUR,
50623,55377710,MTSC,MTSC,
50666,55427310,MRD,MRD,
50702,70910210,PEI,PEI,
50788,29742510,ESL,ESL,
50789,55277P10,MGEE,MGEE,
50905,41269310,JH,JH,
