PERMNO,CUSIP,TICKER_CRDS,TICKER,Unnamed: 4
14351,G5307C10,KFX,KFX,
14352,49457710,KIN,KIN,
14353,G6891L10,PANL,PANL,
14356,88165U10,TLOG,TLOG,
14359,98401F10,XNCR,XNCR,
14378,14163310,CRCM,CRCM,
14392,26878510,EPE,EPE,
14393,46090K10,SNOW,SNOW,
14400,64537010,NWHM,NWHM,
14401,68235P10,OGS,OGS,
14408,74978Q10,RSPP,RSPP,
14415,85572F10,SFR,SFR,
14417,G6613P12,NADL,NADL,
14422,14075510,CARA,CARA,
14423,28249U10,EIGR,EIGR,
14426,25303110,DRNA,DRNA,
14431,38000Q10,GLYC,GLYC,
14432,46116X10,ITCI,ITCI,
14433,24549610,TACO,TACO,
14434,56117J10,MBUU,MBUU,
14436,90400D10,RARE,RARE,
14440,89422G10,TVTX,TVTX,
14441,82005410,SHSP,SHSP,
14442,8.95E+14,TRVN,TRVN,
14444,82939230,SINT,SINT,
14447,4022120,ARGS,ARGS,
14448,05211J10,ASPX,ASPX,
14451,20602210,CNCE,CNCE,
14452,81776310,EBIO,EBIO,
14455,28226B10,EGLT,EGLT,
14456,26979610,EGRX,EGRX,
14457,33938J10,FLXN,FLXN,
14458,37242740,GNCA,GNCA,
14459,45780L10,INGN,INGN,
14464,63622030,NGHC,NGHC,
14467,76133010,RVNC,RVNC,
14470,83013P10,SZMK,SZMK,
14471,87482X10,TLMR,TLMR,
14472,92228010,VRNS,VRNS,
14478,21117110,CBPX,CBPX,
14479,45780R10,IBP,IBP,
14487,49926D10,KN,KN,
14489,50574310,LADR,LADR,
14490,36472T10,GCI,GCI,
14495,212110,ATEN,ATEN,
14497,00507W20,ATNM,ATNM,
14498,778610,HIVE,HIVE,
14499,02318Y10,AMBR,AMBR,
14500,09627J10,BRG,BRG,
14502,14862Q10,CSLT,CSLT,
14504,74911910,COUP,COUP,
14504,74911910,QUOT,QUOT,
14505,29336T10,ENLC,ENLC,
14506,30041510,EVDY,EVDY,
14516,74736L10,QTWO,QTWO,
14521,89628810,TNET,TNET,
14523,90137F10,XXII,XXII,
14526,3759810,APOG,APOG,
14528,03820J10,AGTC,AGTC,
14530,444910,AKAO,AKAO,
14531,00972D10,AKBA,AKBA,
14532,00181T10,AMRK,AMRK,
14535,64049K10,NLTX,NLTX,
14536,09057N30,BPTH,BPTH,
14537,09970L10,BRDR,BRDR,
14543,9530610,BLBD,BLBD,
14544,51509F10,LE,LE,
14545,53630X10,LPCN,LPCN,
14547,70438V10,PCTY,PCTY,
14548,74316X10,PFIE,PFIE,
14550,75629F10,REPH,REPH,
14552,45173110,RXDX,RXDX,
14553,85223W10,SQBK,SQBK,
14554,90214J10,TWOU,TWOU,
14555,03890D10,VSAR,VSAR,
14555,03890D10,ARAV,ARAV,
14556,29272C10,WATT,WATT,
14559,17858710,CIO,CIO,
14566,31154R10,FPI,FPI,
14567,40011010,GRUB,GRUB,
14574,60786M10,MC,MC,
14575,64976L20,NYRT,NYRT,
14578,68375Y10,OPWR,OPWR,
14579,70432V10,PAYC,PAYC,
14580,55955D10,MGNI,MGNI,
14588,98979J10,ZOES,ZOES,
14589,00548A10,ADMS,ADMS,
14590,00856G10,AGFS,AGFS,
14594,21887L10,CORI,CORI,
14596,33830710,FIVN,FIVN,
14598,02917R10,HCT,HCT,
14599,42588510,HNNA,HNNA,
14601,63938C10,NAVI,NAVI,
14602,68400010,OPB,OPB,
14603,71742Q10,PAHC,PAHC,
14604,71104010,PFIS,PFIS,
14609,84920Y10,SPWH,SPWH,
14612,89685A10,TRIV,TRIV,
14615,4525EP10,IMUX,IMUX,
14617,03990B10,ARES,ARES,
14619,17878Y20,CVEO,CVEO,
14625,42727J10,HRTG,HRTG,
14632,67011P10,DNOW,DNOW,
14634,70187710,PE,PE,
14637,88722810,TIME,TIME,
14638,93964W40,WPG,WPG,
14641,98936J10,ZEN,ZEN,
14645,00847L10,AGRX,AGRX,
14646,1433910,ALDR,ALDR,
14647,01438T10,ALDX,ALDX,
14650,06654A10,BWFG,BWFG,
14651,14174T10,CTRE,CTRE,
14653,32086610,FMBH,FMBH,
14654,69881410,FRSH,FRSH,
14658,48273J10,KTWO,KTWO,
14663,74836W20,QRHC,QRHC,
14666,G7326810,QTNT,QTNT,
14667,76118L10,RESN,RESN,
14670,81768T10,SFBS,SFBS,
14671,86181110,SGBK,SGBK,
14674,G8807B10,TBPH,TBPH,
14677,89785L10,TRUE,TRUE,
14682,75508B10,RYAM,RYAM,
14683,81809710,SSE,SSE,
14684,88739910,TMST,TMST,
14685,31620R40,FNFV,FNFV,
14686,19626G10,CLNY,CLNY,
14687,G0751N10,ABY,ABY,
14688,03209R10,AMPH,AMPH,
14690,3969710,ARDX,ARDX,
14691,23257D10,CBAY,CBAY,
14693,15117P10,CBMG,CBMG,
14694,38268T10,GPRO,GPRO,
14695,49803L10,KITE,KITE,
14696,59408Q10,MIK,MIK,
14697,60739U20,MOBL,MOBL,
14703,58605Q10,MRD,MRD,
14707,75046920,RDUS,RDUS,
14708,6.05E+24,MGEN,MGEN,
14711,51712510,ZFGN,ZFGN,
14712,98979G10,ZSPH,ZSPH,
14713,685510,ADPT,ADPT,
14714,4041310,ANET,ANET,
14715,04523Y10,ASPN,ASPN,
14716,15650430,CCS,CCS,
14719,61179L10,MR,MR,
14723,45323J10,IMPR,IMPR,
14735,71377G10,PSG,PSG,
14751,92345410,VRTV,VRTV,
14755,L9340P10,TSE,TSE,
14756,G4511M10,NAO,NAO,
14759,00790R10,WMS,WMS,
14761,89464810,TREC,TREC,
14763,14880610,CTLT,CTLT,
14771,92189F62,CNXT,CNXT,
14773,69888T20,PARR,PARR,
14774,71707110,PFNX,PFNX,
14778,89223110,TSQ,TSQ,
14781,89609W10,TPCO,TPCO,
14782,89820210,TRUP,TRUP,
14785,L4438510,GLOB,GLOB,
14786,L7296710,OEC,OEC,
14790,00773U10,ADVM,ADVM,
14792,9557310,BHBK,BHBK,
14793,14387310,CARO,CARO,
14794,92647N82,CDC,CDC,
14797,14167L10,CDNA,CDNA,
14803,42226A10,HQY,HQY,
14805,45252L10,IMDZ,IMDZ,
14807,46266A10,IRMD,IRMD,
14810,46134L10,ISTR,ISTR,
14811,53122985,LMCK,LMCK,
14811,53122985,FWONK,FWONK,
14812,26860310,LOCO,LOCO,
14815,56854Q20,MRNS,MRNS,
14816,89051610,TR,TR,
14821,76658B10,NAME,NAME,
14822,60338010,NERV,NERV,
14823,67576A10,OCUL,OCUL,
14827,83587V10,ROKA,ROKA,
14828,78667J10,SAGE,SAGE,
14829,86777J10,SBCP,SBCP,
14834,89857010,TUBE,TUBE,
14836,46071F10,XENT,XENT,
14849,12591N10,BNK,BNK,
14851,30255G10,FCB,FCB,
14852,45341560,ICD,ICD,
14855,78375410,RYI,RYI,
14868,3976210,ARDNA,ARDNA,
14870,39260X10,GNBC,GNBC,
14871,54886210,LOXO,LOXO,
14872,53146510,LTRPA,LTRPA,
14874,68906L10,OTIC,OTIC,
14879,89853L10,TTOO,TTOO,
14881,65342H10,NXEO,NXEO,
14882,12769G10,CZR,CZR,
14884,92242T10,VEC,VEC,
14890,17887R10,CIVI,CIVI,
14899,25533B10,DRA,DRA,
14900,26922A70,DEEP,DEEP,
14908,58503T20,MDLY,MDLY,
14915,83190B10,SFS,SFS,
14918,G9019D10,TVPT,TVPT,
14923,N0104510,AFMD,AFMD,
14925,1.05E+24,BCLI,BCLI,
14927,21232630,CFRX,CFRX,
14929,M4613510,FOMX,FOMX,
14930,36192A10,GWGH,GWGH,
14932,59630420,MBCN,MBCN,
14937,67011N20,NVUS,NVUS,
14938,92847N10,VTAE,VTAE,
14939,49338L10,KEYS,KEYS,
14941,05350V10,AVNS,AVNS,
14942,49428J10,KE,KE,
14943,12479G10,CBFV,CBFV,
14945,30710,AAC,AAC,
14950,04624N10,AST,AST,
14951,05544A10,BGSF,BGSF,
14953,9940610,BOOT,BOOT,
14954,25456K10,DPLO,DPLO,
14956,25745410,DM,DM,
14960,29357K10,ENVA,ENVA,
14961,30555Q10,FMSA,FMSA,
14969,39141610,GWB,GWB,
14970,44357310,HUBS,HUBS,
14974,64869110,SNR,SNR,
14982,92854Q10,VSLR,VSLR,
14983,94419L10,W,W,
14985,10948W10,BSIG,BSIG,
14990,03283P10,ABCW,ABCW,
14991,4651310,ATRA,ATRA,
14995,13089P10,CALA,CALA,
15003,24983L10,DERM,DERM,
15006,29363J10,ENFC,ENFC,
15008,31679P10,FSAM,FSAM,
15014,23833710,PLAY,PLAY,
15015,74365U10,PRTO,PRTO,
15015,74365U10,TARA,TARA,
15016,82621J10,SIEN,SIEN,
15017,G9722310,WINS,WINS,
15022,92345110,VBTX,VBTX,
15024,98600P20,YDLE,YDLE,
15028,4410410,AINC,AINC,
15029,13057Q20,CRC,CRC,
15031,03673L10,AM,AM,
15044,60979P10,MORE,MORE,
15045,64009420,NEFF,NEFF,
15046,64157F10,NVRO,NVRO,
15052,86212110,STOR,STOR,
15055,Y6213410,NAP,NAP,
15056,89910,ADMA,ADMA,
15058,83420320,SLNO,SLNO,
15059,19249H10,CHRS,CHRS,
15062,81362J20,EYES,EYES,
15064,32026V10,FFWM,FFWM,
15065,31572Q80,FGEN,FGEN,
15067,35803910,FRPT,FRPT,
15068,40449J10,HABT,HABT,
15070,4274410,AROW,AROW,
15071,87166B10,SYNH,SYNH,
15072,47973J10,JYNT,JYNT,
15075,30048L10,EVFM,EVFM,
15079,69354M10,PRAH,PRAH,
15083,85711T30,SNC,SNC,
15084,8.97E+34,TBK,TBK,
15087,91544A10,UPLD,UPLD,
15088,92765X20,VA,VA,
15090,87159G10,SSRG,SSRG,
15091,48253910,KLXI,KLXI,
15092,52603A20,LC,LC,
15105,59116R10,MPG,MPG,
15108,64829B10,NEWR,NEWR,
15110,68216310,ONDK,ONDK,
15119,98139A10,WK,WK,
15125,7948140,BLCM,BLCM,
15126,20786J10,CNXR,CNXR,
15127,23283X20,CTSO,CTSO,
15128,44089410,HDP,HDP,
15129,45782N10,INSE,INSE,
15133,G5005R10,JRVR,JRVR,
15142,91704F10,UE,UE,
15145,10316T10,BOX,BOX,
15159,45685L10,HIFR,HIFR,
15164,70338T10,PN,PN,
15167,81904710,SHAK,SHAK,
15168,92837710,VSTO,VSTO,
15172,5373460,AVGR,AVGR,
15176,29363K10,ENTL,ENTL,
15177,79400X10,FLKS,FLKS,
15178,33583410,FNWB,FNWB,
15180,22190710,ICBK,ICBK,
15181,G7234P10,LENS,LENS,
15183,84652J10,ONCE,ONCE,
15186,92921W30,VUZI,VUZI,
15188,04929Q10,ATLS,ATLS,
15194,27616P10,DEA,DEA,
15196,38983D30,AJX,AJX,
15198,46185L10,NVTA,NVTA,
15215,92866110,VNRX,VNRX,
15216,98401710,XHR,XHR,
15217,05358K10,AVNU,AVNU,
15218,7877130,BLPH,BLPH,
15220,45781D10,INOV,INOV,
15221,77313F10,ITEK,ITEK,
15221,77313F10,RCKT,RCKT,
15222,46226010,LBIO,LBIO,
15222,46226010,IOVA,IOVA,
15225,67457L10,OCAT,OCAT,
15226,03676C10,ATEX,ATEX,
15228,48114A10,JMG,JMG,
15231,65341D10,NXRT,NXRT,
15242,35352P10,FSB,FSB,
15259,47640510,JCAP,JCAP,
15263,57777M20,MXPT,MXPT,
15264,86614U10,SUM,SUM,
15270,63546L10,NCOM,NCOM,
15271,30162V10,XELA,XELA,
15278,69924M10,PZG,PZG,
15279,91325V10,UNIT,UNIT,
15282,16961L10,KDNY,KDNY,
15283,03765N10,APIC,APIC,
15284,09627Y10,BPMC,BPMC,
15285,48349710,KALV,KALV,
15286,17175710,CDTX,CDTX,
15287,21833P10,CRBP,CRBP,
15291,29786A10,ETSY,ETSY,
15292,14141X10,CCN,CCN,
15293,65342K10,NEXT,NEXT,
15297,46186M50,NVIV,NVIV,
15298,75601W10,RELY,RELY,
15302,92825410,VIRT,VIRT,
15303,92686J10,VKTX,VKTX,
15305,98400H10,XBIT,XBIT,
15323,63787010,NSA,NSA,
15324,65500B10,HLTH,HLTH,
15327,70214910,PRTY,PRTY,
15331,G4863A10,IGT,IGT,
15332,18539C20,CWEN,CWEN,
15335,87422J10,TLN,TLN,
15343,20369C10,CHCT,CHCT,
15344,21873010,CVRS,CVRS,
15357,74113L10,PGND,PGND,
15363,9748810,BOJA,BOJA,
15366,28771110,CAPX,CAPX,
15367,19200J10,CDRB,CDRB,
15371,19459J10,COLL,COLL,
15372,31446L10,FENX,FENX,
15378,212020,LIFE,LIFE,
15382,3901420,RKDA,RKDA,
15390,33812L10,FIT,FIT,
15391,36473H10,GCI,GCI,
15394,56068V10,MJCO,MJCO,
15396,05614L20,BW,BW,
15397,89055F10,BLD,BLD,
15398,16385110,CC,CC,
15399,44052W10,HZN,HZN,
15402,G5480U15,LILAK,LILAK,
15403,G5480U13,LILA,LILA,
15407,81255T10,SPNE,SPNE,
15409,1164210,ALRM,ALRM,
15410,03783C10,APPF,APPF,
15416,14875P20,CATB,CATB,
15426,34417710,FOGO,FOGO,
15428,46187J20,IVTY,IVTY,
15429,51654410,LNTH,LNTH,
15430,60255W10,MB,MB,
15431,81750R10,MCRB,MCRB,
15432,02083G10,NVLS,NVLS,
15433,72079510,PIRS,PIRS,
15435,2134710,ALTA,ALTA,
15440,97415510,WING,WING,
15451,29272U10,GI,GI,
15452,30050B10,EVH,EVH,
15454,37732210,GKOS,GKOS,
15455,37937820,GNL,GNL,
15457,4643310,ATRO,ATRO,
15466,59870L10,MCRN,MCRN,
15482,91336L10,UNVR,UNVR,
15485,98386L10,XTLY,XTLY,
15486,82939910,AXON,AXON,
15487,Y2688910,GNRT,GNRT,
15489,06777U10,BNED,BNED,
15490,55024U10,LITE,LITE,
15493,03837J10,AQMS,AQMS,
15495,92647N86,CDL,CDL,
15496,2.07E+14,CFMS,CFMS,
15497,16706W10,CHMA,CHMA,
15503,92647N83,CSA,CSA,
15505,75956B10,RBNC,RBNC,
15506,22905030,CYRX,CYRX,
15508,29668H70,EPIX,EPIX,
15514,31985Q10,FCFP,FCFP,
15523,88104M10,GLBL,GLBL,
15525,76674Q10,RMNI,RMNI,
15527,53803X10,LOB,LOB,
15530,57637H10,MCFT,MCFT,
15531,64052L10,NEOS,NEOS,
15532,62913F50,NIHD,NIHD,
15534,63230710,NTRA,NTRA,
15535,68111610,OLLI,OLLI,
15537,04638F10,ALOT,ALOT,
15539,74383L10,PVBC,PVBC,
15540,05580M10,RILY,RILY,
15541,75342210,RPD,RPD,
15542,91838510,VTVT,VTVT,
15553,120410,AGL,AGL,
15553,120410,GAS,GAS,
15560,75043810,RSH,RSHCQ,
15582,68341610,OOMA,OOMA,
15584,81752R10,SRG,SRG,
15585,87918A10,TDOC,TDOC,
15586,88650V20,TIER,TIER,
15590,90915J10,UFAB,UFAB,
15597,Y2685T13,GNK,GNK,
15598,14162410,CCP,CCP,
15599,03211L10,BETR,BETR,
15623,44159310,HLI,HLI,
15627,72703H10,PLNT,PLNT,
15630,00900T10,AIMT,AIMT,
15638,37890U10,GBT,GBT,
15639,74640Y10,PRPL,PRPL,
15642,M5364414,NTEC,NTEC,
15643,86771W10,RUN,RUN,
15646,98986X10,ZYNE,ZYNE,
15647,78469X10,FLOW,FLOW,
15648,46609J10,JAX,JAX,
15650,69343T10,PJT,PJT,
15651,12640210,CSWI,CSWI,
15653,40382910,GYRO,GYRO,
15654,23753F10,DSKE,DSKE,
15658,75901B10,RGNX,RGNX,
15670,25490K48,PILL,PILL,
15694,70975L10,PEN,PEN,
15702,G5509L10,LIVN,LIVN,
15708,66706L10,NRE,NRE,
15709,4826920,ACBI,ACBI,
15710,30227H10,EXTN,EXTN,
15711,02589Y10,AFCO,AFCO,
15719,35086T10,FCPT,FCPT,
15721,5009510,ATW,ATW,
15723,49869610,KLDX,KLDX,
15724,71377A10,PFGC,PFGC,
15729,74624M10,PSTG,PSTG,
15734,G6331W10,MPSX,MPSX,
15774,01748H10,ABTX,ABTX,
15775,00461U10,ACRS,ACRS,
15776,3279730,AVXL,AVXL,
15779,23284F10,CTMX,CTMX,
15780,25433V10,DMTX,DMTX,
15782,97137810,EAGL,EAGL,
15782,97137810,WSC,WSC,
15784,70465T10,EDGE,EDGE,
15785,44109J10,TWNK,TWNK,
15786,00687D10,IOTS,IOTS,
15787,87166L10,SYBX,SYBX,
15788,62857M10,MYOK,MYOK,
15789,G6674U10,NVCR,NVCR,
15793,12634H20,PMTS,PMTS,
15794,G8534710,SBBP,SBBP,
15795,86881A10,SGRY,SGRY,
15802,4552810,AC,AC,
15824,45781U10,INST,INST,
15831,05464T10,AXSM,AXSM,
15837,26443V10,DLTH,DLTH,
15838,29460X10,EQBK,EQBK,
15840,32043P10,FGBI,FGBI,
15847,50127T10,KURA,KURA,
15849,G1483810,MIME,MIME,
15853,74967R10,RMR,RMR,
15856,92915B10,VYGR,VYGR,
15857,Y9530810,WVE,WVE,
15860,69036R86,OSG,OSG,
15862,G3385610,GSM,GSM,
15863,68235C10,OCX,OCX,
15883,25490K38,LABS,LABS,
15887,76881Y10,RIV,RIV,
15899,G1992S10,CISN,CISN,
15906,83190L20,SMBK,SMBK,
15914,98138J20,WKHS,WKHS,
15917,36164Y10,GCP,GCP,
15921,94909010,WBT,WBT,
15934,05366U10,AVXS,AVXS,
15937,28106W10,EDIT,EDIT,
15948,6.54E+14,NCBS,NCBS,
15950,98872L10,PTI,PTI,
15955,67075N10,NVTR,NVTR,
15956,04238R10,AFI,AFI,
15960,22101510,CRVS,CRVS,
15970,77738510,ROSE,ROSE,
15976,87164F10,SNDX,SNDX,
15978,92672L10,VRAY,VRAY,
15995,81727U10,SENS,SENS,
15996,53122970,BATRA,BATRA,
15997,53122988,BATRK,BATRK,
16001,72348Y10,PNK,PNK,
16004,7.49E+14,QHC,QHC,
16005,00773J10,AGLE,AGLE,
16007,17107740,CDXC,CDXC,
16008,37946310,GWRS,GWRS,
16019,75700L10,RRR,RRR,
16020,81374A10,SCWX,SCWX,
16024,2922710,ARA,ARA,
16030,00234P10,AVHI,AVHI,
16039,30150586,GHS,GHS,
16043,91822J10,VBIV,VBIV,
16044,45688C10,NGVT,NGVT,
16051,00401C10,ACIA,ACIA,
16052,162710,ALJJ,ALJJ,
16063,59774210,MSBI,MSBI,
16064,45826J10,NTLA,NTLA,
16066,74587B10,PLSE,PLSE,
16068,75615P10,RETA,RETA,
16069,30315R10,SBPH,SBPH,
16073,22164K10,COTV,COTV,
16076,36251C10,GMS,GMS,
16082,82982L10,SITE,SITE,
16083,90041L10,TPB,TPB,
16086,42806J10,HTZ,HTZ,
16090,18506310,CLSD,CLSD,
16097,41165Y10,HONE,HONE,
16099,60855D10,MBRX,MBRX,
16100,63010410,NH,NH,
16106,69911U40,PBNC,PBNC,
16108,81621210,SELB,SELB,
16111,87184Q10,SYRS,SYRS,
16112,92852W50,VIVE,VIVE,
16119,4764910,ATKR,ATKR,
16126,247410,AZZ,AZZ,
16136,37954A20,GMRE,GMRE,
16140,90138F10,TWLO,TWLO,
16143,G9078F10,TRTN,TRTN,
16144,20084V30,CHUBK,CHUBK,
16146,03835L20,APVO,APVO,
16149,00782L10,APFH,APFH,
16154,48283N10,KDMN,KDMN,
16158,92531L20,VRS,VRS,
16160,20084V10,CHUBA,CHUBA,
16162,05070R10,BOLD,BOLD,
16163,G3402M10,FG,FG,
16171,49714P10,KNSL,KNSL,
16173,93075210,WTRH,WTRH,
16178,65440510,INNT,INNT,
16181,70387R10,PAVM,PAVM,
16182,45320410,PI,PI,
16186,87357P10,TCMD,TCMD,
16188,87266J10,TPIC,TPIC,
16247,00938A10,AIRG,AIRG,
16250,04965B10,ATOM,ATOM,
16255,64132R10,NRBO,NRBO,
16260,58506Q10,MEDP,MEDP,
16261,45686J10,IEA,IEA,
16263,7.44E+14,PTGX,PTGX,
16268,04650Y10,HOME,HOME,
16276,00773T10,ASIX,ASIX,
16277,25787G10,DFIN,DFIN,
16278,50218P10,LKSD,LKSD,
16282,03835C10,APTI,APTI,
16284,82900L10,SMPL,SMPL,
16285,14070T10,CSTR,CSTR,
16287,29978A10,EVBG,EVBG,
16290,35966410,FLGT,FLGT,
16303,66988N10,NOVN,NOVN,
16304,67059N10,NTNX,NTNX,
16308,87337910,TRHC,TRHC,
16309,88339J10,TTD,TTD,
16318,26856L10,ELF,ELF,
16319,30257X10,FBK,FBK,
16332,58409L30,MRT,MRT,
16339,G0772R20,NTB,NTB,
16340,70156Q10,PKY,PKY,
16342,G0084W10,ADNT,ADNT,
16346,74754510,QCP,QCP,
16347,1387210,AA,AA,
16381,09239B10,BL,BL,
16382,22266L10,COUP,COUP,
16384,34960W10,FRTA,FRTA,
16386,45005610,IRTC,IRTC,
16393,67424L20,OBLN,OBLN,
16397,74766D10,QTNA,QTNA,
16398,74933V10,RARX,RARX,
16400,71948P10,PHUN,PHUN,
16401,56155L10,TUSK,TUSK,
16402,30227M10,XOG,XOG,
16429,53046P10,LEXEA,LEXEA,
16432,38255010,GT,GT,
16434,509810,GOLF,GOLF,
16435,00790X10,ADSW,ADSW,
16436,03940R10,ARCH,ARCH,
16437,13462K10,CWH,CWH,
16442,03212B10,AMPY,AMPY,
16448,80007P86,SD,SD,
16450,G0443N10,WAAS,WAAS,
16451,G637AM10,MYOV,MYOV,
16454,Y4105310,INSW,INSW,
16464,36240910,GTYH,GTYH,
16465,74275G10,PRTH,PRTH,
16471,83191H10,SND,SND,
16472,57055L10,MRKR,MRKR,
16494,11283010,RA,RA,
16497,20678710,CNDT,CNDT,
16498,43283X10,HGV,HGV,
16515,45781V10,IIPR,IIPR,
16519,96812T10,WRD,WRD,
16522,68621F10,ORGO,ORGO,
16525,G4740B10,ICHR,ICHR,
16534,88675R10,TIG,TIG,
16543,92214X10,VREX,VREX,
16553,47009K10,JAG,JAG,
16554,47580P10,JELD,JELD,
16555,91345610,UVV,UVV,
16557,65290C10,FRAC,FRAC,
16557,65290C10,NEX,NEX,
16560,74952710,REVG,REVG,
16562,3272410,ANAB,ANAB,
16566,23908L20,DUSA,DUSA,
16570,48111610,JNCE,JNCE,
16577,18885T30,CLPR,CLPR,
16579,35039210,FBM,FBM,
16587,29276K10,EGC,EGC,
16591,51861320,LAUR,LAUR,
16592,75134P30,METC,METC,
16593,65019410,NBEV,NBEV,
16597,02156B10,AYX,AYX,
16610,46435G32,IDEV,IDEV,
16611,46620W20,JILL,JILL,
16613,57681010,MTNB,MTNB,
16617,74347M10,PUMP,PUMP,
16623,92189F17,GRNB,GRNB,
16624,L0223L10,ARD,ARD,
16625,00973N10,AKTS,AKTS,
16626,G1083010,BYSI,BYSI,
16630,46005L10,IMXI,IMXI,
16631,92511U10,VRRM,VRRM,
16632,40749710,HLNE,HLNE,
16638,65342T10,NODK,NODK,
16640,68217C20,OMNT,OMNT,
16642,74102M10,PSDO,PSDO,
16644,6240110,GRAN,GRAN,
16648,80689H10,SNDR,SNDR,
16649,67929510,OKTA,OKTA,
16650,98585N10,YEXT,YEXT,
16653,93627C10,HCC,HCC,
16654,12739A10,CADE,CADE,
16655,14686910,CVNA,CVNA,
16657,18914U10,CLDR,CLDR,
16659,28621V10,ELVT,ELVT,
16660,29103W10,EEX,EEX,
16667,81617J30,WTTR,WTTR,
16670,68337310,OTRK,OTRK,
16672,30251510,FNBG,FNBG,
16673,02215L20,ALTM,ALTM,
16674,91274U10,USWS,USWS,
16675,62887720,NCSM,NCSM,
16676,69324R10,PCSB,PCSB,
16677,02133L10,AMR,AMR,
16681,34962G10,TOCA,TOCA,
16682,90391420,UPL,UPL,
16689,70455110,BTU,BTUUQ,
16690,38241084,GDP,GDP,
16691,48251K10,KREF,KREF,
16692,45687V10,GDI,GDI,
16696,1.46E+14,CARS,CARS,
16697,96758W10,WOW,WOW,
16698,03782L10,APPN,APPN,
16703,30779N10,FMAO,FMAO,
16704,21248110,CVON,CVON,
16705,3621LQ10,GTHX,GTHX,
16709,69046910,OVID,OVID,
16710,G8232Y10,SGH,SGH,
16711,M9608810,URGN,URGN,
16712,92347M10,VERI,VERI,
16715,85325810,STW,STW,
16737,78413P10,SMHI,SMHI,
16738,03676B10,AM,AM,
16750,83418M10,SOI,SOI,
16751,G1119610,BHVN,BHVN,
16756,12441110,BY,BY,
16764,38741L10,GPMT,GPMT,
16768,72964010,PLYM,PLYM,
16770,78645L10,SAFE,SAFE,
16771,55966310,MGY,MGY,
16776,00887A10,ALRN,ALRN,
16777,04685N10,ATNX,ATNX,
16778,05360L20,ATXI,ATXI,
16779,10104410,BOMN,BOMN,
16781,16282810,CKPT,CKPT,
16783,25985T10,DOVA,DOVA,
16784,29667J10,ESQ,ESQ,
16794,G6375R10,NESR,NESR,
16805,82536T10,SSTI,SSTI,
16806,88770Q10,TNTR,TNTR,
16808,98753720,YGYI,YGYI,
16813,87266M10,TRTX,TRTX,
16814,00972L10,AKCA,AKCA,
16818,13173L10,CLXT,CLXT,
16819,19188U20,CODA,CODA,
16820,18976310,CODX,CODX,
16824,48311910,KALA,KALA,
16827,71639T10,PETQ,PETQ,
16828,74930B10,RBB,RBB,
16829,75737F10,RDFN,RDFN,
16830,82622H10,SNNA,SNNA,
16834,90238J10,TYME,TYME,
16837,9630810,BVH,BVH,
16844,82639W10,SMTS,SMTS,
16849,G1757E11,CMCL,CMCL,
16853,6452010,BPRN,BPRN,
16856,04530L20,ASPU,ASPU,
16864,62937510,NRCG,NRCG,
16866,75282U10,RNGR,RNGR,
16874,00436Q10,ACEL,ACEL,
16880,24984K10,DMTK,DMTK,
16890,6682110,BN,BN,
16895,20670410,BBCP,BBCP,
16903,62818Q10,MBIO,MBIO,
16904,68375010,OPNT,OPNT,
16905,30607B10,FLMN,FLMN,
16911,3038210,WRLS,WRLS,
16911,3038210,AVCT,AVCT,
16917,09215C10,BKI,BKI,
16920,40701T10,HBB,HBB,
16921,00183L10,ANGI,ANGI,
16922,40417F10,ATAC,ATAC,
16922,40417F10,HFFG,HFFG,
16923,15102K10,CELC,CELC,
16924,24344T10,DCPH,DCPH,
16928,50114710,KRYS,KRYS,
16932,77543R10,ROKU,ROKU,
16939,57778K10,MAXR,MAXR,
16965,34623210,FOR,FOR,
16967,14178810,CARG,CARG,
16971,63845R10,EYE,EYE (Adv),
16974,5475487,AYTU,AYTU,
16976,13215210,CATC,CATC,
16982,31609R10,FDBC,FDBC,
16984,34553D10,FSCT,FSCT,
16987,92332W10,HAIR,HAIR,
16987,92332W10,VERO,VERO,
16989,68752L10,KIDS,KIDS,
16991,58844R10,MBIN,MBIN,
16992,68404V10,OPTN,OPTN,
16995,69290X10,PDLB,PDLB,
17000,76243J10,RYTM,RYTM,
17003,19761L50,DIAL,DIAL,
17017,67091K30,NES,NES,
17023,81141R10,SE,SE,
17034,2136910,ALTR,ALTR,
17035,30057T10,AQUA,AQUA,
17036,13765N10,CNNE,CNNE,
17037,78781P10,SAIL,SAIL,
17038,86089710,SFIX,SFIX,
17039,20854L10,CEIX,CEIX,
17042,1811910,ALNA,ALNA,
17043,36100810,FNKO,FNKO,
17044,84833T10,SPRO,SPRO,
17045,00108J10,ACMR,ACMR,
17046,03842Q10,AQ,AQ,
17047,09629F10,BXG,BXG,
17051,2.55E+68,PILL,PILL,
17055,29382880,ENTR,ENTR,
17073,27032D30,ESTE,ESTE,
17079,40262950,GLF,GLF,
17090,70214110,ID,ID,
17091,12482W10,YCBD,YCBD,
17093,59177410,MCB,MCB,
17097,81688310,SEND,SEND,
17100,84651710,LOV,LOV,
17103,98980M10,ZOM,ZOM,
17104,03753U10,APLS,APLS,
17105,98420X10,XFOR,XFOR,
17106,05988J10,BAND,BAND,
17108,12481V10,CBTX,CBTX,
17116,54351810,LOOP,LOOP,
17117,58958P10,MRBK,MRBK,
